iter	Logloss
811	0.09534699203
812	0.09526369576
813	0.09523022198
814	0.09515364436
815	0.09509410224
816	0.09501901765
817	0.09500147452
818	0.09495806461
819	0.09492557623
820	0.09489309531
821	0.09484513165
822	0.09477074132
823	0.09473508771
824	0.09468619091
825	0.094624245
826	0.09456561363
827	0.09454730159
828	0.09446071319
829	0.09441266741
830	0.0943953781
831	0.09432116693
832	0.09424913559
833	0.0942102645
834	0.09416319666
835	0.09410198981
836	0.09403892413
837	0.09398555569
838	0.09396225692
839	0.09391595053
840	0.09383517749
841	0.09381881385
842	0.09374356503
843	0.09372760452
844	0.09365967155
845	0.09359196254
846	0.09352913575
847	0.09344653374
848	0.09340926019
849	0.09335137533
850	0.09330633055
851	0.09322805834
852	0.09314877086
853	0.09308976623
854	0.09304407945
855	0.09299826575
856	0.09294268016
857	0.09291423044
858	0.09286981273
859	0.09284417737
860	0.09283626429
861	0.09280782203
862	0.0927496311
863	0.09269232106
864	0.09262159613
865	0.09259337035
866	0.09257638711
867	0.09254533951
868	0.09250270597
869	0.0924597365
870	0.09239717099
871	0.09234959552
872	0.09230785034
873	0.09225149584
874	0.09220375613
875	0.09219605955
876	0.09216519858
877	0.09209543665
878	0.09207097332
879	0.09205078752
880	0.09202936251
881	0.09198540018
882	0.09194193801
883	0.09191624292
884	0.09186026915
885	0.09184058352
886	0.0918213234
887	0.09173912451
888	0.09166079258
889	0.09164779574
890	0.09158048238
891	0.09156465624
892	0.0915342581
893	0.09148271116
894	0.09144130192
895	0.09136730724
896	0.09132584574
897	0.0913024126
898	0.09127219363
899	0.09120740349
900	0.09118797168
901	0.09117320559
902	0.09115882769
903	0.0911457338
904	0.09107214224
905	0.09101694484
906	0.09097636423
907	0.09091255949
908	0.09090503461
909	0.09083695981
910	0.09082957676
911	0.09079572226
912	0.09068366273
913	0.09063454943
914	0.09062732316
915	0.09062024619
916	0.09056237626
917	0.09055547845
918	0.09052891741
919	0.09047782584
920	0.09044009692
921	0.09041980661
922	0.0903787333
923	0.0903719624
924	0.09029647469
925	0.09025964905
926	0.09021250656
927	0.09016730501
928	0.09016063115
929	0.09009381796
930	0.09008503893
931	0.09006527865
932	0.09002576556
933	0.09001595633
934	0.08996643246
935	0.08992004395
936	0.08986488387
937	0.08985836679
938	0.08984332449
939	0.08977039733
940	0.08972712926
941	0.08971986565
942	0.08967786666
943	0.08961392755
944	0.08960743286
945	0.08958788161
946	0.08958155115
947	0.08954584529
948	0.08950787748
949	0.08949569433
950	0.08947830051
951	0.0894413405
952	0.08940034183
953	0.08938415736
954	0.08933313299
955	0.08932690704
956	0.08931496279
957	0.08928027218
958	0.08927329972
959	0.0892393631
960	0.08917444606
961	0.08913720237
962	0.08908176609
963	0.08900898077
964	0.08893523991
965	0.08885236169
966	0.08878416744
967	0.08873412847
968	0.08870874692
969	0.08869581726
970	0.08867106279
971	0.08865973068
972	0.08859980036
973	0.08859273086
974	0.0885701786
975	0.08847076506
976	0.08839780804
977	0.08835934753
978	0.08829841688
979	0.08826674967
980	0.08820594594
981	0.08814335056
982	0.0881109219
983	0.08809959725
984	0.08806362264
985	0.08804669166
986	0.08802031724
987	0.08801409876
988	0.08795294416
989	0.08793517708
990	0.08790805615
991	0.08789073698
992	0.08786414607
993	0.08779046494
994	0.08771359617
995	0.08764844025
996	0.08762270037
997	0.08761023355
998	0.08758518794
999	0.08753273772
